worker_id,worker_skill,experience_years,worker_location,distance_km,availability,rating,job_type,required_skill,match_score,match_label
W0290,Carpenter,14,Tirupati,7.2,Available,3.3,Domestic Helper,Domestic Helper,0.458,0
W0291,Cleaner,0,Hanamkonda,18.5,Available Evening,3.9,Carpenter,Carpenter,0.28,0
W0292,Carpenter,20,Secunderabad,22.5,Available Morning,3.8,Technician,Technician,0.346,0
W0293,Driver,5,Hanamkonda,24.6,Available Morning,3.3,Electrician,Electrician,0.269,0
W0294,Plumber,12,Vijayawada,6.3,Available Evening,4.9,Cleaner,Cleaner,0.498,0
W0295,Technician,0,Hyderabad,6.9,Available Evening,4.2,Technician,Technician,0.829,1
W0296,Electrician,9,Vijayawada,4.4,Available Evening,4.2,Caregiver,Caregiver,0.489,0
W0297,Gardener,7,Tirupati,5.9,Busy,3.7,Technician,Technician,0.327,0
W0298,Technician,13,Hanamkonda,17.7,Available Morning,4.4,Gardener,Gardener,0.396,0
W0299,Painter,2,Secunderabad,13.4,Available Evening,2.7,Technician,Technician,0.317,0
W0300,Plumber,16,Tirupati,5.5,Busy,2.9,Domestic Helper,Domestic Helper,0.344,0
W0301,Electrician,18,Tirupati,12.5,Available Morning,4.5,Painter,Painter,0.44,0
W0302,Carpenter,13,Vijayawada,11.7,Available,3.9,Domestic Helper,Domestic Helper,0.434,0
W0303,Plumber,8,Hyderabad,20.5,Busy,3.9,Driver,Driver,0.224,0
W0304,Driver,2,Secunderabad,13.8,Available,4.8,Gardener,Gardener,0.356,0
W0305,Caregiver,9,Visakhapatnam,10.5,Busy,4.4,Plumber,Plumber,0.324,0
W0306,Gardener,14,Warangal,21.8,Available Morning,3.4,Driver,Driver,0.344,0
W0307,Gardener,5,Hanamkonda,24.8,Available Morning,3.8,Electrician,Electrician,0.278,0
W0308,Plumber,9,Hanamkonda,11.8,Available Morning,3.8,Plumber,Plumber,0.872,1
W0309,Painter,11,Secunderabad,4.3,Busy,4.8,Caregiver,Caregiver,0.392,0
W0310,Plumber,19,Secunderabad,19.3,Available,3.1,Driver,Driver,0.358,0
W0311,Electrician,1,Hyderabad,11.4,Available,3.1,Technician,Technician,0.331,0
W0312,Driver,7,Vijayawada,13.7,Available,2.9,Caregiver,Caregiver,0.368,0
W0313,Painter,10,Warangal,14.6,Available Evening,3.1,Technician,Technician,0.395,0
W0314,Domestic Helper,13,Warangal,7.9,Available,3.9,Painter,Painter,0.465,0
W0315,Driver,15,Visakhapatnam,1.6,Available Evening,4.9,Domestic Helper,Domestic Helper,0.535,0
W0316,Domestic Helper,13,Tirupati,10.5,Available Evening,3.4,Gardener,Gardener,0.434,0
W0317,Painter,9,Hyderabad,21.5,Busy,4.5,Painter,Painter,0.688,1
W0318,Domestic Helper,13,Vijayawada,14.2,Busy,3.5,Driver,Driver,0.286,0
W0319,Painter,20,Secunderabad,2.4,Available Morning,4.6,Gardener,Gardener,0.523,0
W0320,Domestic Helper,1,Hanamkonda,7.1,Available,4.7,Painter,Painter,0.397,0
W0321,Technician,6,Hyderabad,12.2,Available Evening,3.3,Domestic Helper,Domestic Helper,0.378,0
W0322,Painter,3,Hanamkonda,18.8,Available Morning,4.8,Painter,Painter,0.776,1
W0323,Driver,17,Guntur,8.4,Available Evening,3.5,Painter,Painter,0.453,0
W0324,Cleaner,11,Tirupati,13.1,Available Morning,3.7,Cleaner,Cleaner,0.869,1
W0325,Gardener,11,Hanamkonda,8.2,Available,3.9,Painter,Painter,0.462,0
W0326,Carpenter,8,Hanamkonda,14.1,Available Morning,3.2,Plumber,Plumber,0.381,0
W0327,Gardener,12,Guntur,14.5,Busy,3.7,Painter,Painter,0.288,0
W0328,Cleaner,20,Guntur,18.6,Available Morning,2.9,Caregiver,Caregiver,0.359,0
W0329,Carpenter,17,Secunderabad,12.5,Available,3.8,Carpenter,Carpenter,0.876,1
W0330,Plumber,13,Warangal,3.9,Busy,2.7,Plumber,Plumber,0.803,1
W0331,Plumber,16,Tirupati,11.7,Available,4.0,Painter,Painter,0.436,0
W0332,Caregiver,0,Vijayawada,13.5,Available Morning,2.5,Plumber,Plumber,0.292,0
W0333,Domestic Helper,0,Warangal,12.8,Available Morning,4.5,Cleaner,Cleaner,0.338,0
W0334,Electrician,16,Vijayawada,4.1,Busy,4.0,Electrician,Electrician,0.827,1
W0335,Gardener,12,Hanamkonda,2.4,Available Morning,3.6,Cleaner,Cleaner,0.503,0
W0336,Painter,2,Visakhapatnam,16.5,Available,2.7,Cleaner,Cleaner,0.292,0
W0337,Driver,15,Secunderabad,1.9,Available,4.3,Domestic Helper,Domestic Helper,0.521,0
W0338,Caregiver,20,Hyderabad,19.7,Available,4.7,Driver,Driver,0.386,0
W0339,Painter,18,Vijayawada,12.1,Available,4.8,Painter,Painter,0.899,1
W0340,Domestic Helper,1,Hanamkonda,4.9,Available Evening,2.5,Technician,Technician,0.371,0
W0341,Technician,12,Hanamkonda,23.3,Available Evening,2.9,Carpenter,Carpenter,0.322,0
W0342,Technician,17,Secunderabad,8.6,Busy,4.5,Driver,Driver,0.351,0
W0343,Domestic Helper,1,Guntur,2.9,Busy,4.6,Gardener,Gardener,0.309,0
W0344,Technician,19,Vijayawada,10.2,Available Evening,2.6,Technician,Technician,0.87,1
W0345,Caregiver,7,Visakhapatnam,9.2,Available Morning,3.6,Caregiver,Caregiver,0.868,1
W0346,Electrician,9,Warangal,20.1,Available,2.7,Technician,Technician,0.333,0
W0347,Driver,12,Vijayawada,8.3,Available,2.7,Carpenter,Carpenter,0.438,0
W0348,Caregiver,8,Tirupati,3.0,Available,3.0,Gardener,Gardener,0.466,0
W0349,Domestic Helper,16,Secunderabad,10.5,Available,2.7,Domestic Helper,Domestic Helper,0.87,1
W0350,Technician,10,Visakhapatnam,21.7,Available,3.2,Technician,Technician,0.79,1
W0351,Electrician,7,Warangal,14.5,Busy,4.2,Domestic Helper,Domestic Helper,0.268,0
W0352,Carpenter,9,Visakhapatnam,7.1,Busy,2.7,Cleaner,Cleaner,0.317,0
W0353,Cleaner,9,Hanamkonda,12.4,Available,3.4,Driver,Driver,0.409,0
W0354,Caregiver,19,Hyderabad,5.3,Available,2.8,Technician,Technician,0.464,0
W0355,Driver,19,Visakhapatnam,9.8,Available Evening,3.6,Gardener,Gardener,0.444,0
W0356,Technician,9,Warangal,8.4,Busy,3.7,Carpenter,Carpenter,0.327,0
W0357,Driver,9,Hanamkonda,18.5,Available Morning,4.9,Gardener,Gardener,0.39,0
W0358,Gardener,8,Hanamkonda,20.5,Available Morning,3.4,Driver,Driver,0.334,0
W0359,Technician,5,Tirupati,17.2,Available,4.9,Domestic Helper,Domestic Helper,0.36,0
W0360,Painter,9,Visakhapatnam,20.9,Available,4.5,Caregiver,Caregiver,0.363,0
W0361,Caregiver,20,Visakhapatnam,7.9,Available Evening,4.1,Carpenter,Carpenter,0.469,0
W0362,Driver,14,Visakhapatnam,24.8,Available Morning,4.0,Electrician,Electrician,0.332,0
W0363,Domestic Helper,11,Hanamkonda,17.7,Available,2.8,Plumber,Plumber,0.364,0
W0364,Gardener,20,Guntur,15.5,Available Morning,4.9,Carpenter,Carpenter,0.424,0
W0365,Driver,0,Hanamkonda,2.9,Busy,3.8,Electrician,Electrician,0.283,0
W0366,Caregiver,12,Hyderabad,11.8,Busy,3.4,Gardener,Gardener,0.304,0
W0367,Caregiver,9,Warangal,10.7,Available,2.8,Electrician,Electrician,0.41,0
W0368,Gardener,10,Guntur,11.7,Busy,3.8,Cleaner,Cleaner,0.312,0
W0369,Caregiver,14,Vijayawada,18.2,Available Morning,3.3,Electrician,Electrician,0.37,0
W0370,Plumber,0,Warangal,21.3,Available,4.2,Electrician,Electrician,0.264,0
W0371,Painter,5,Tirupati,14.0,Available Evening,3.9,Domestic Helper,Domestic Helper,0.366,0
W0372,Painter,20,Hanamkonda,5.0,Available Morning,3.5,Driver,Driver,0.48,0
W0373,Caregiver,13,Secunderabad,10.0,Busy,3.0,Technician,Technician,0.31,0
W0374,Technician,17,Secunderabad,5.1,Available Evening,3.0,Electrician,Electrician,0.469,0
W0375,Cleaner,16,Visakhapatnam,24.2,Available Evening,4.0,Caregiver,Caregiver,0.336,0
W0376,Technician,11,Vijayawada,9.1,Available Morning,4.0,Electrician,Electrician,0.457,0
W0377,Technician,2,Vijayawada,17.0,Available Evening,2.8,Technician,Technician,0.74,1
W0378,Electrician,11,Warangal,17.5,Available Morning,3.5,Carpenter,Carpenter,0.38,0
W0379,Technician,13,Tirupati,5.1,Busy,3.9,Driver,Driver,0.367,0
W0380,Cleaner,5,Guntur,8.2,Available Morning,4.0,Carpenter,Carpenter,0.414,0
W0381,Plumber,4,Tirupati,5.3,Available Morning,4.9,Caregiver,Caregiver,0.446,0
W0382,Driver,13,Secunderabad,17.9,Available Morning,3.7,Caregiver,Caregiver,0.381,0
W0383,Technician,7,Vijayawada,7.7,Available Evening,3.1,Plumber,Plumber,0.42,0
W0384,Carpenter,18,Secunderabad,18.7,Available Morning,3.9,Caregiver,Caregiver,0.378,0
W0385,Technician,8,Hyderabad,19.5,Available Evening,3.9,Electrician,Electrician,0.352,0
W0386,Caregiver,6,Hanamkonda,24.7,Available,4.3,Domestic Helper,Domestic Helper,0.298,0
W0387,Cleaner,14,Secunderabad,6.9,Available,3.6,Plumber,Plumber,0.467,0
W0388,Painter,18,Warangal,17.4,Available Morning,2.9,Painter,Painter,0.819,1
W0389,Painter,1,Warangal,14.5,Available Evening,4.0,Painter,Painter,0.774,1
W0390,Gardener,9,Visakhapatnam,14.5,Available,2.8,Cleaner,Cleaner,0.38,0
W0391,Plumber,20,Guntur,3.6,Busy,3.1,Cleaner,Cleaner,0.363,0
W0392,Painter,15,Visakhapatnam,4.0,Available Evening,4.1,Driver,Driver,0.5,0
W0393,Caregiver,20,Vijayawada,20.0,Available,3.5,Electrician,Electrician,0.36,0
W0394,Gardener,15,Secunderabad,8.5,Available,4.7,Caregiver,Caregiver,0.476,0
W0395,Caregiver,2,Visakhapatnam,20.0,Available Morning,3.0,Gardener,Gardener,0.27,0
W0396,Painter,8,Warangal,8.4,Available Evening,3.3,Caregiver,Caregiver,0.429,0
W0397,Technician,10,Tirupati,22.4,Available,2.6,Caregiver,Caregiver,0.323,0
W0398,Plumber,5,Visakhapatnam,11.3,Available,5.0,Electrician,Electrician,0.41,0
W0399,Painter,20,Guntur,7.9,Available Evening,2.7,Carpenter,Carpenter,0.441,0
W0400,Cleaner,11,Vijayawada,16.8,Busy,2.6,Electrician,Electrician,0.248,0
W0401,Painter,20,Tirupati,2.7,Available,2.5,Driver,Driver,0.478,0
W0402,Electrician,18,Guntur,6.0,Available Morning,2.5,Carpenter,Carpenter,0.452,0
W0403,Electrician,4,Secunderabad,12.2,Busy,3.5,Driver,Driver,0.242,0
W0404,Electrician,11,Warangal,22.1,Busy,3.5,Gardener,Gardener,0.223,0
W0405,Carpenter,16,Hanamkonda,14.3,Busy,3.6,Electrician,Electrician,0.288,0
W0406,Carpenter,19,Secunderabad,17.3,Busy,2.7,Driver,Driver,0.246,0
W0407,Carpenter,18,Guntur,18.4,Available Evening,4.9,Electrician,Electrician,0.401,0
W0408,Carpenter,8,Vijayawada,16.3,Busy,3.9,Painter,Painter,0.258,0
W0409,Plumber,6,Vijayawada,13.2,Busy,4.4,Cleaner,Cleaner,0.272,0
W0410,Plumber,15,Secunderabad,10.0,Busy,3.7,Painter,Painter,0.324,0
W0411,Domestic Helper,11,Visakhapatnam,23.4,Busy,3.5,Plumber,Plumber,0.213,0
W0412,Gardener,5,Secunderabad,19.2,Available,2.5,Domestic Helper,Domestic Helper,0.296,0
W0413,Plumber,6,Visakhapatnam,1.5,Available,4.9,Cleaner,Cleaner,0.496,0
W0414,Domestic Helper,20,Visakhapatnam,18.0,Available Morning,3.6,Cleaner,Cleaner,0.378,0
W0415,Electrician,17,Secunderabad,15.6,Available Evening,2.7,Domestic Helper,Domestic Helper,0.379,0
W0416,Domestic Helper,4,Secunderabad,13.6,Available Morning,4.0,Painter,Painter,0.361,0
W0417,Cleaner,7,Secunderabad,1.9,Available,4.8,Driver,Driver,0.501,0
W0418,Caregiver,19,Warangal,1.8,Busy,2.8,Technician,Technician,0.372,0
W0419,Plumber,15,Warangal,23.8,Available Evening,2.9,Carpenter,Carpenter,0.318,0
W0420,Cleaner,0,Secunderabad,8.7,Available Morning,3.2,Electrician,Electrician,0.344,0
W0421,Cleaner,20,Hyderabad,2.4,Available Morning,3.8,Technician,Technician,0.507,0
W0422,Caregiver,5,Secunderabad,9.5,Available Evening,4.4,Technician,Technician,0.412,0
W0423,Painter,0,Tirupati,1.6,Available,3.1,Domestic Helper,Domestic Helper,0.399,0
W0424,Gardener,4,Visakhapatnam,4.9,Available,3.9,Driver,Driver,0.429,0
W0425,Painter,7,Secunderabad,10.7,Available Evening,3.2,Gardener,Gardener,0.398,0
W0426,Technician,3,Hyderabad,12.8,Available,2.9,Gardener,Gardener,0.336,0
W0427,Driver,14,Tirupati,21.7,Available Evening,3.3,Electrician,Electrician,0.342,0
W0428,Plumber,6,Hanamkonda,7.6,Available Evening,4.3,Gardener,Gardener,0.435,0
W0429,Caregiver,18,Hanamkonda,24.3,Busy,4.3,Gardener,Gardener,0.222,0
W0430,Carpenter,13,Hyderabad,1.1,Available Evening,4.1,Plumber,Plumber,0.523,0
W0431,Gardener,12,Hanamkonda,21.3,Available Evening,2.8,Plumber,Plumber,0.336,0
W0432,Driver,1,Secunderabad,24.3,Busy,4.3,Caregiver,Caregiver,0.132,0
W0433,Plumber,16,Secunderabad,10.6,Available Evening,3.6,Painter,Painter,0.437,0
W0434,Technician,16,Hyderabad,3.8,Available Morning,2.7,Electrician,Electrician,0.474,0
W0435,Driver,7,Visakhapatnam,7.6,Available Evening,4.8,Carpenter,Carpenter,0.455,0
W0436,Gardener,14,Warangal,7.2,Available,4.9,Gardener,Gardener,0.94,1
W0437,Technician,4,Visakhapatnam,3.1,Available Morning,3.7,Electrician,Electrician,0.439,0
W0438,Electrician,11,Tirupati,24.1,Busy,3.6,Domestic Helper,Domestic Helper,0.209,0
W0439,Cleaner,2,Hyderabad,4.4,Available Evening,4.6,Electrician,Electrician,0.427,0
W0440,Painter,4,Visakhapatnam,2.7,Busy,4.9,Gardener,Gardener,0.346,0
W0441,Domestic Helper,9,Visakhapatnam,6.9,Busy,2.6,Plumber,Plumber,0.317,0
W0442,Caregiver,17,Warangal,6.6,Available Morning,2.8,Domestic Helper,Domestic Helper,0.453,0
W0443,Electrician,1,Visakhapatnam,20.8,Busy,2.8,Plumber,Plumber,0.13,0
W0444,Gardener,18,Secunderabad,14.9,Available,2.6,Electrician,Electrician,0.383,0
W0445,Painter,4,Tirupati,2.8,Available Evening,2.8,Caregiver,Caregiver,0.424,0
W0446,Plumber,18,Visakhapatnam,11.1,Available Morning,3.7,Carpenter,Carpenter,0.435,0
W0447,Driver,11,Tirupati,5.8,Busy,3.2,Carpenter,Carpenter,0.348,0
W0448,Carpenter,19,Tirupati,15.7,Busy,4.1,Plumber,Plumber,0.286,0
W0449,Driver,15,Visakhapatnam,2.0,Available Evening,3.5,Domestic Helper,Domestic Helper,0.504,0
W0450,Painter,7,Guntur,16.0,Available,5.0,Domestic Helper,Domestic Helper,0.392,0
W0451,Caregiver,15,Warangal,8.9,Available Evening,3.5,Domestic Helper,Domestic Helper,0.449,0
W0452,Plumber,19,Tirupati,5.9,Available Evening,2.6,Gardener,Gardener,0.455,0
W0453,Domestic Helper,18,Hanamkonda,25.0,Busy,2.8,Gardener,Gardener,0.186,0
W0454,Cleaner,1,Visakhapatnam,19.2,Busy,3.9,Domestic Helper,Domestic Helper,0.164,0
W0455,Gardener,5,Guntur,6.3,Available Evening,4.5,Carpenter,Carpenter,0.44,0
W0456,Technician,11,Hanamkonda,23.7,Busy,3.9,Plumber,Plumber,0.218,0
W0457,Caregiver,9,Hanamkonda,4.8,Available,2.7,Domestic Helper,Domestic Helper,0.456,0
W0458,Technician,0,Hanamkonda,13.4,Available,3.3,Painter,Painter,0.309,0
W0459,Carpenter,5,Warangal,23.0,Available Evening,2.6,Gardener,Gardener,0.268,0
W0460,Technician,3,Guntur,21.2,Available Evening,4.9,Carpenter,Carpenter,0.308,0
W0461,Driver,3,Warangal,8.7,Available Evening,2.8,Technician,Technician,0.366,0
W0462,Driver,20,Warangal,8.3,Available Evening,3.1,Caregiver,Caregiver,0.446,0
W0463,Driver,9,Visakhapatnam,3.6,Available,4.9,Cleaner,Cleaner,0.509,0
W0464,Technician,5,Secunderabad,15.3,Busy,4.1,Plumber,Plumber,0.24,0
W0465,Caregiver,10,Guntur,18.8,Busy,3.4,Carpenter,Carpenter,0.248,0
W0466,Carpenter,20,Vijayawada,18.4,Available Evening,3.6,Electrician,Electrician,0.375,0
W0467,Painter,2,Hyderabad,9.1,Available,4.3,Painter,Painter,0.833,1
W0468,Driver,13,Visakhapatnam,24.2,Available Morning,3.7,Caregiver,Caregiver,0.33,0
W0469,Gardener,12,Hanamkonda,3.0,Available Morning,4.5,Domestic Helper,Domestic Helper,0.516,0
W0470,Carpenter,2,Guntur,20.1,Available,3.2,Caregiver,Caregiver,0.273,0
W0471,Cleaner,2,Secunderabad,8.9,Available Morning,2.9,Electrician,Electrician,0.357,0
W0472,Domestic Helper,10,Visakhapatnam,15.1,Available Morning,4.3,Electrician,Electrician,0.415,0
W0473,Carpenter,13,Hanamkonda,4.3,Available,3.3,Technician,Technician,0.482,0
W0474,Driver,17,Secunderabad,7.0,Available Evening,3.2,Domestic Helper,Domestic Helper,0.458,0
W0475,Plumber,18,Guntur,14.0,Available Morning,2.9,Driver,Driver,0.396,0
W0476,Plumber,2,Hyderabad,7.7,Available Morning,3.0,Driver,Driver,0.368,0
W0477,Painter,20,Secunderabad,7.6,Available,3.7,Carpenter,Carpenter,0.463,0
W0478,Cleaner,15,Visakhapatnam,12.5,Available Evening,2.7,Driver,Driver,0.404,0
W0479,Carpenter,12,Tirupati,9.6,Available Morning,2.6,Gardener,Gardener,0.425,0
W0480,Caregiver,7,Secunderabad,21.0,Available,2.9,Cleaner,Cleaner,0.31,0
W0481,Electrician,17,Visakhapatnam,10.6,Busy,3.9,Gardener,Gardener,0.323,0
W0482,Domestic Helper,17,Hanamkonda,17.3,Available Morning,3.9,Driver,Driver,0.39,0
W0483,Caregiver,2,Warangal,10.2,Available,3.8,Cleaner,Cleaner,0.364,0
W0484,Electrician,5,Hanamkonda,23.8,Busy,4.9,Caregiver,Caregiver,0.188,0
W0485,Carpenter,13,Warangal,2.4,Available Morning,3.0,Plumber,Plumber,0.491,0
W0486,Technician,10,Visakhapatnam,22.8,Available,2.7,Cleaner,Cleaner,0.322,0
W0487,Domestic Helper,8,Visakhapatnam,13.2,Available,4.5,Gardener,Gardener,0.414,0
W0488,Electrician,4,Secunderabad,4.1,Available,4.8,Driver,Driver,0.453,0
W0489,Cleaner,11,Tirupati,22.0,Available Evening,3.5,Domestic Helper,Domestic Helper,0.344,0
W0490,Technician,15,Visakhapatnam,1.4,Available Evening,3.5,Technician,Technician,0.959,1
W0491,Plumber,10,Vijayawada,17.4,Available,4.4,Driver,Driver,0.399,0
W0492,Gardener,10,Tirupati,20.5,Available Evening,3.3,Plumber,Plumber,0.352,0
W0493,Electrician,4,Guntur,7.9,Available Morning,4.4,Painter,Painter,0.415,0
W0494,Cleaner,19,Visakhapatnam,16.3,Busy,3.6,Driver,Driver,0.272,0
W0495,Caregiver,11,Visakhapatnam,20.6,Busy,2.7,Domestic Helper,Domestic Helper,0.219,0
W0496,Carpenter,18,Hanamkonda,1.2,Busy,4.7,Domestic Helper,Domestic Helper,0.414,0
W0497,Plumber,1,Vijayawada,11.7,Available Evening,4.3,Painter,Painter,0.352,0
W0498,Gardener,16,Hanamkonda,10.2,Available,4.2,Caregiver,Caregiver,0.452,0
W0499,Gardener,19,Guntur,11.4,Available Morning,4.0,Caregiver,Caregiver,0.439,0
W0500,Gardener,8,Visakhapatnam,18.8,Available,3.2,Carpenter,Carpenter,0.344,0
W0501,Plumber,18,Hanamkonda,19.6,Busy,4.6,Carpenter,Carpenter,0.265,0
W0502,Painter,20,Hyderabad,10.5,Available,4.7,Cleaner,Cleaner,0.46,0
W0503,Caregiver,20,Vijayawada,4.7,Available,3.1,Carpenter,Carpenter,0.474,0
W0504,Cleaner,12,Tirupati,21.4,Available Morning,3.1,Driver,Driver,0.341,0
W0505,Cleaner,19,Guntur,10.2,Available,2.5,Domestic Helper,Domestic Helper,0.418,0
W0506,Domestic Helper,19,Guntur,7.4,Available,3.7,Technician,Technician,0.465,0
W0507,Cleaner,8,Hanamkonda,6.9,Available Evening,3.0,Gardener,Gardener,0.435,0
W0508,Plumber,12,Tirupati,16.7,Busy,4.3,Technician,Technician,0.282,0
W0509,Cleaner,13,Hanamkonda,10.4,Available,4.0,Cleaner,Cleaner,0.897,1
W0510,Gardener,17,Guntur,16.1,Available Morning,4.8,Painter,Painter,0.417,0
W0511,Domestic Helper,5,Tirupati,21.1,Busy,3.2,Cleaner,Cleaner,0.175,0
W0512,Carpenter,17,Guntur,19.2,Busy,4.9,Cleaner,Cleaner,0.274,0
W0513,Electrician,11,Guntur,6.0,Available Evening,3.6,Painter,Painter,0.474,0
W0514,Gardener,18,Secunderabad,7.7,Available,3.7,Cleaner,Cleaner,0.462,0
W0515,Caregiver,16,Visakhapatnam,3.4,Available Morning,3.8,Painter,Painter,0.499,0
W0516,Plumber,4,Tirupati,24.8,Available Evening,3.5,Carpenter,Carpenter,0.262,0
W0517,Carpenter,5,Warangal,19.6,Available Morning,3.3,Gardener,Gardener,0.309,0
W0518,Gardener,0,Warangal,11.6,Busy,4.4,Plumber,Plumber,0.225,0
W0519,Technician,15,Visakhapatnam,19.7,Available,2.8,Carpenter,Carpenter,0.348,0
W0520,Driver,13,Hanamkonda,24.2,Available Morning,2.5,Driver,Driver,0.756,1
W0521,Gardener,10,Hyderabad,19.0,Busy,2.5,Plumber,Plumber,0.228,0
W0522,Painter,11,Vijayawada,8.1,Available,3.5,Painter,Painter,0.905,1
W0523,Carpenter,1,Guntur,7.8,Available Evening,3.6,Electrician,Electrician,0.37,0
W0524,Driver,10,Hanamkonda,24.9,Available Morning,3.4,Carpenter,Carpenter,0.319,0
W0525,Carpenter,0,Hyderabad,6.1,Busy,3.0,Driver,Driver,0.241,0
W0526,Technician,5,Vijayawada,3.5,Available,3.4,Domestic Helper,Domestic Helper,0.44,0
W0527,Domestic Helper,1,Hyderabad,15.1,Available,4.2,Technician,Technician,0.323,0
W0528,Plumber,13,Tirupati,11.4,Available,3.9,Electrician,Electrician,0.437,0
W0529,Carpenter,20,Vijayawada,0.7,Available Morning,4.2,Painter,Painter,0.528,0
W0530,Technician,4,Secunderabad,10.8,Available,3.8,Technician,Technician,0.83,1
W0531,Cleaner,3,Hanamkonda,12.7,Busy,4.4,Electrician,Electrician,0.246,0
W0532,Gardener,9,Tirupati,4.4,Available Morning,4.8,Driver,Driver,0.501,0
W0533,Gardener,0,Tirupati,0.8,Available,4.8,Painter,Painter,0.44,0
W0534,Carpenter,16,Hanamkonda,2.3,Available,4.8,Electrician,Electrician,0.528,0
W0535,Caregiver,8,Hyderabad,11.9,Available,4.5,Cleaner,Cleaner,0.425,0
W0536,Cleaner,10,Hyderabad,10.9,Available,2.7,Gardener,Gardener,0.417,0
W0537,Plumber,20,Vijayawada,4.7,Available Evening,4.7,Carpenter,Carpenter,0.506,0
W0538,Electrician,10,Tirupati,5.0,Available Morning,3.5,Gardener,Gardener,0.48,0
W0539,Cleaner,15,Hyderabad,20.1,Busy,2.8,Driver,Driver,0.225,0
W0540,Carpenter,13,Tirupati,22.8,Available Morning,4.5,Electrician,Electrician,0.358,0
W0541,Carpenter,12,Warangal,19.6,Available,4.7,Technician,Technician,0.387,0
W0542,Caregiver,3,Vijayawada,22.2,Available Morning,2.6,Caregiver,Caregiver,0.704,1
W0543,Gardener,16,Guntur,19.3,Busy,4.9,Plumber,Plumber,0.274,0
W0544,Domestic Helper,19,Visakhapatnam,2.8,Busy,3.7,Domestic Helper,Domestic Helper,0.832,1
W0545,Carpenter,19,Tirupati,1.8,Busy,3.8,Domestic Helper,Domestic Helper,0.392,0
W0546,Caregiver,2,Vijayawada,18.9,Available Evening,3.1,Carpenter,Carpenter,0.281,0
W0547,Plumber,7,Hanamkonda,14.0,Available Morning,3.5,Domestic Helper,Domestic Helper,0.378,0
W0548,Electrician,14,Tirupati,20.1,Available Morning,2.7,Caregiver,Caregiver,0.343,0
W0549,Caregiver,3,Visakhapatnam,24.5,Available,2.8,Gardener,Gardener,0.24,0
W0550,Plumber,17,Vijayawada,0.5,Available,4.5,Domestic Helper,Domestic Helper,0.536,0
W0551,Domestic Helper,6,Guntur,16.5,Available Morning,4.9,Domestic Helper,Domestic Helper,0.826,1
W0552,Plumber,14,Guntur,8.6,Available Morning,4.3,Painter,Painter,0.467,0
W0553,Caregiver,3,Guntur,19.1,Busy,2.5,Electrician,Electrician,0.157,0
W0554,Cleaner,16,Warangal,9.7,Available,2.6,Domestic Helper,Domestic Helper,0.424,0
W0555,Caregiver,13,Visakhapatnam,3.1,Busy,3.0,Carpenter,Carpenter,0.365,0
W0556,Painter,6,Hyderabad,18.1,Available,4.4,Caregiver,Caregiver,0.353,0
W0557,Technician,14,Hyderabad,11.7,Busy,4.9,Electrician,Electrician,0.334,0
W0558,Domestic Helper,17,Warangal,23.4,Available Morning,4.8,Plumber,Plumber,0.359,0
W0559,Technician,4,Visakhapatnam,3.0,Available Evening,3.8,Carpenter,Carpenter,0.442,0
W0560,Driver,7,Tirupati,7.2,Available Evening,4.9,Technician,Technician,0.46,0
W0561,Carpenter,13,Guntur,15.3,Available Evening,4.6,Carpenter,Carpenter,0.87,1
W0562,Domestic Helper,6,Warangal,5.6,Available Evening,4.2,Painter,Painter,0.449,0
W0563,Carpenter,17,Guntur,17.5,Available Evening,4.3,Domestic Helper,Domestic Helper,0.396,0
W0564,Domestic Helper,18,Vijayawada,14.5,Available Morning,4.2,Caregiver,Caregiver,0.418,0
W0565,Driver,16,Hyderabad,3.1,Available Morning,2.9,Plumber,Plumber,0.483,0
W0566,Painter,5,Hyderabad,24.6,Available Evening,2.9,Cleaner,Cleaner,0.261,0
W0567,Cleaner,17,Hanamkonda,1.3,Available Morning,2.8,Painter,Painter,0.496,0
W0568,Domestic Helper,7,Hyderabad,13.0,Available Evening,4.2,Driver,Driver,0.4,0
W0569,Driver,13,Hyderabad,23.9,Available Evening,4.9,Driver,Driver,0.807,1
W0570,Plumber,6,Guntur,15.7,Available Morning,4.6,Cleaner,Cleaner,0.376,0
W0571,Technician,19,Warangal,5.3,Busy,3.2,Domestic Helper,Domestic Helper,0.352,0
W0572,Electrician,5,Visakhapatnam,18.5,Available,3.4,Carpenter,Carpenter,0.32,0
W0573,Cleaner,8,Tirupati,3.7,Available Evening,2.5,Domestic Helper,Domestic Helper,0.45,0
W0574,Carpenter,4,Vijayawada,23.3,Available,4.4,Plumber,Plumber,0.292,0
W0575,Caregiver,17,Warangal,9.3,Available Evening,3.8,Technician,Technician,0.452,0
W0576,Domestic Helper,16,Hanamkonda,4.4,Available Morning,2.7,Electrician,Electrician,0.469,0
W0577,Painter,10,Tirupati,9.3,Busy,4.9,Gardener,Gardener,0.354,0
W0578,Domestic Helper,3,Hanamkonda,16.9,Available Morning,3.1,Plumber,Plumber,0.307,0
W0579,Plumber,12,Vijayawada,22.9,Available,3.5,Gardener,Gardener,0.337,0
W0580,Plumber,11,Vijayawada,13.1,Available Morning,3.7,Domestic Helper,Domestic Helper,0.419,0
W0581,Painter,16,Hyderabad,2.5,Available,2.9,Gardener,Gardener,0.488,0
W0582,Electrician,20,Hanamkonda,19.5,Available Morning,4.6,Painter,Painter,0.386,0
